ID,Nombre_Tramite,Fecha_Ingreso,Fecha_Limite,Análisis,Oficio Secretaría de Hacienda,Acuerdo c/ Jefe,Of. CGJ → SG,Of. SG → DG,Acuerdo SG,En espera de causas,Sanción,Rúbrica DGEL,Rúbrica CGJ,Ingreso a 4to piso,Remitir a POEH
1,HK961518,2026-06-01,2026-06-03,False,False,False,False,False,False,False,False,False,False,False,False
